id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
103525,Vagn,Lundberg,76,DENMARK,GK,,,,,76,RIGHT,27,180,0,0,0,0,0,0,76,,9994,0,True,0,0,,,False,0,0,39,0,0,0,0,0,0,0,0,0,11,5,7,0,128,128,46.71,0,15,0,0,0,0,37800,2,0,0
107360,Ferdinand,Noack,81,GERMANY,CF,,,,,81,RIGHT,28,184,69,85,71,88,47,76,0,,9486,2,True,0,0,,,False,5,16,9,11,1,15,3,45,112,18,21,15,0,7,17,0,406,317,123.57,0,0,59,15,1,27,91800,7,10.82,2
75378,Rodney,Saunders,77,ENGLAND,CB,,,,,77,LEFT,30,192,71,53,55,53,82,77,0,,9653,0,False,200,400,10,200,True,0,2,89,1,1,15,4,16,3,5,5,0,0,7,18,0,492,463,126.96,0,0,0,0,9,0,97200,7,0,0
3524,Edward,Wilson,76,SCOTLAND,RM,ST,,77,,77,RIGHT,30,181,85,77,84,77,36,71,0,,9867,4,False,300,300,,,True,0,19,12,48,12,13,3,110,96,23,26,7,0,9,16,0,558,433,105.49,0,0,30,6,1,12,86400,4,5.27,4
77567,Marco,Zayas,80,PARAGUAY,GK,,,,,80,RIGHT,27,176,0,0,0,0,0,0,80,,9701,0,False,400,700,16,300,False,0,0,80,0,0,0,6,1,0,0,0,0,19,6,19,0,343,336,139.35,0,59,0,0,0,0,102600,7,0,0
32888,Ingo,Bertram,78,GERMANY,RB,,,,,78,RIGHT,35,186,72,51,77,79,81,67,0,1,9156,1,False,300,300,,,False,1,8,49,19,3,76,3,65,56,18,18,0,0,4,11,0,537,446,76.01,0,0,0,0,4,0,59400,4,0,1
66839,Artem,Stepanyuk,78,UKRAINE,CB,,,,,78,RIGHT,28,176,52,32,52,57,86,72,0,,8928,1,True,0,0,,,False,0,1,99,0,0,39,5,14,4,7,9,0,0,7,20,0,552,513,139.24,0,0,0,0,14,0,108000,8,0,1
47184,Adriano,Lisboa,76,PORTUGAL,LB,,,,,76,LEFT,27,170,86,31,64,81,81,57,0,,9719,5,True,0,0,,,False,0,6,46,19,4,107,4,92,124,25,30,1,0,7,18,0,856,706,123.81,0,0,8,2,2,5,97200,7,1.39,5
177007,Tahir,Farooq,78,SAUDI_ARABIA,RB,CB,,76,,78,RIGHT,25,178,85,36,68,81,82,63,0,,9127,3,True,0,0,,,False,3,13,61,36,7,104,4,71,96,31,34,0,0,8,18,0,921,766,127.41,1,0,2,0,5,2,97200,6,0.17,5
5709,Joe,Davidson,80,CANADA,CM,,,,,80,RIGHT,30,175,54,68,85,85,56,76,0,,9409,3,False,300,800,15,500,True,1,6,22,11,2,20,5,82,45,21,22,0,0,10,19,0,917,778,119.42,0,0,8,3,5,2,102600,4,0.63,3
52559,Hyeon-Su,Chen,80,KOREA_REPUBLIC,CM,,,,,80,RIGHT,34,185,65,75,88,74,75,66,0,,9709,4,False,400,900,15,500,True,1,11,22,17,1,56,4,53,31,27,16,0,0,8,19,0,836,706,124.46,0,0,6,1,4,4,102600,7,0.38,4
75948,Luke,Noble,78,ENGLAND,CM,LM,,77,,78,RIGHT,36,179,77,69,81,82,58,81,0,3,9691,5,False,350,850,15,500,True,3,18,31,30,4,37,4,101,79,23,33,1,0,7,19,0,959,782,123.25,0,0,13,5,3,5,102600,8,0.93,5
125772,Victor,Marin,80,COLOMBIA,LB,CDM,,78,,80,LEFT,32,181,81,35,82,67,85,71,0,1,8293,5,False,450,750,20,300,False,0,8,54,18,3,81,3,60,21,30,16,0,0,6,13,0,589,507,90.06,0,0,4,1,11,2,70200,4,0.68,5
54736,Ignacio,Cambronero,79,COSTA_RICA,ST,LW,,79,,79,RIGHT,30,179,88,73,71,88,48,73,0,,9098,2,False,400,900,15,500,False,2,27,8,66,14,17,6,37,217,20,60,8,0,6,19,0,480,357,133.02,0,0,45,10,3,19,102600,7,7.09,2
103214,Gabor,Mihai,77,ROMANIA,CDM,CB,,80,,80,LEFT,29,182,63,40,69,72,86,74,0,,9321,1,False,600,800,13,200,False,0,4,65,0,0,41,4,19,12,6,11,0,0,9,19,1,685,635,131.48,0,0,1,1,5,0,102600,6,0.06,1
42300,Philip,Cunningham,80,WALES,RW,ST,,75,,80,LEFT,30,186,85,70,72,88,48,60,0,,8680,2,False,600,1200,20,600,True,8,18,11,38,9,6,5,42,154,18,48,4,0,7,20,0,544,428,134.7,0,0,46,11,0,23,108000,8,9.53,2
171768,Arturo,Godoy,81,SPAIN,RM,LM,,80,,81,RIGHT,26,193,65,69,87,84,72,67,0,,9993,4,False,700,1200,14,500,True,4,26,15,61,10,56,3,112,148,22,30,0,0,8,14,0,733,568,93.55,0,0,9,4,1,4,75600,3,0.61,4
133854,Josef,Nordqvist,57,SWEDEN,CB,,,,,57,LEFT,28,175,46,24,52,28,61,59,0,,10000,0,True,0,0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117294,Kjetil,Øvrebø,51,NORWAY,RB,,,,,51,RIGHT,32,164,69,31,45,45,51,59,0,2,10000,0,True,0,0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
