id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
64271,Radojko,Damjanović,78,SERBIA,CB,,,,,78,RIGHT,25,172,58,28,51,52,84,77,0,,9046,2,True,0,0,,,False,1,3,74,0,0,48,4,33,5,9,19,0,0,12,20,0,696,662,132.18,0,0,0,0,19,0,108000,4,0,2
77212,Yoshiharu,Nakamura,78,JAPAN,GK,,,,,78,LEFT,30,171,0,0,0,0,0,0,78,,9974,0,True,0,0,,,False,0,0,22,0,0,0,0,0,0,0,0,0,11,4,4,0,70,68,24.18,0,16,0,0,0,0,21600,0,0,0
188722,Wagner,de Andrade,78,BRAZIL,GK,,,,,78,RIGHT,26,185,0,0,0,0,0,0,78,,9606,0,True,0,0,,,False,0,0,156,0,0,2,4,4,0,0,0,0,49,13,22,0,507,497,146.86,0,77,0,0,0,0,118800,5,0,0
18181,Guillermo,Leiva,74,SPAIN,RB,LB,,73,,74,RIGHT,30,175,72,59,69,73,76,82,0,,9917,4,True,0,0,,,False,0,5,19,4,0,70,1,115,22,25,12,0,0,10,13,0,603,516,73.41,1,0,0,0,5,0,68636,2,0,6
35659,Ömer,Keser,77,TURKEY,CB,,,,,77,RIGHT,31,174,80,45,52,66,80,78,0,,9972,1,True,0,0,,,False,0,0,54,0,0,27,0,22,7,6,3,0,0,8,12,0,423,397,77.35,0,0,0,0,11,0,64800,4,0,1
156296,Nico,Bruin,78,NETHERLANDS,CB,RB,,66,,78,RIGHT,27,192,33,26,50,49,87,75,0,,9335,1,True,0,0,,,False,0,1,55,0,0,54,4,19,5,5,8,0,0,14,20,0,694,641,126.37,0,0,0,0,18,0,108000,2,0,1
65041,Celestino,Mercado,77,MEXICO,LB,LM,LWB,68,76,77,LEFT,33,185,80,63,60,79,83,72,0,,9088,5,True,0,0,,,False,0,7,77,9,3,140,4,106,82,25,26,0,0,12,20,0,1127,952,129.32,0,0,2,1,10,0,108000,4,0.09,5
211618,Zvonimir,Radić,80,SERBIA,RB,,,,,80,RIGHT,22,177,70,54,80,76,87,66,0,,9549,7,True,0,0,,,False,1,8,61,8,1,121,3,94,45,31,26,0,0,12,19,0,971,826,120.78,0,0,1,0,8,1,102600,4,0.09,7
57216,Denis,Andrews,78,ENGLAND,CF,ST,CM,80,66,80,RIGHT,27,179,76,84,53,90,40,70,0,,8918,1,True,0,0,,,False,1,10,8,12,0,12,4,32,63,16,22,3,0,12,20,0,524,293,120.03,0,0,63,20,1,19,108000,4,6.13,1
169154,Sebastian,Saenz,80,PERU,ST,,,,,80,RIGHT,27,184,86,84,65,78,33,74,0,,9507,3,True,0,0,,,False,1,11,9,9,2,3,3,39,44,18,17,10,0,13,20,0,536,387,129.23,0,0,70,16,2,31,108000,4,8.86,3
33269,Mouhamed,Ajmi,78,TUNISIA,CDM,CM,,74,,78,RIGHT,32,185,73,79,67,82,87,71,0,,9851,1,True,0,0,,,False,1,2,10,0,0,22,0,13,12,13,5,0,0,6,7,0,320,284,44.25,0,0,2,0,7,2,37800,1,0.29,1
76215,Eduardo,Cubillos,77,COLOMBIA,RM,LM,,76,,77,RIGHT,27,169,89,60,80,85,71,59,0,,9435,5,True,0,0,,,False,6,50,25,91,26,77,3,154,106,39,32,2,0,11,19,0,898,621,124.95,0,0,15,7,1,7,102600,5,2.43,5
57229,Jin-U,Kung,76,KOREA_REPUBLIC,LM,CM,RM,75,75,76,RIGHT,29,182,84,64,84,86,39,61,0,,9918,3,True,0,0,,,False,0,23,20,55,6,6,1,199,97,17,24,2,0,9,13,0,614,413,75.65,0,0,11,3,1,5,70200,3,1.41,3
114881,Tomas,Alba,75,SPAIN,CAM,,,,,75,RIGHT,27,170,60,72,73,82,42,46,0,,8816,5,True,0,0,,,False,3,23,6,5,1,7,3,70,16,26,10,0,0,11,19,0,702,477,116.27,0,0,19,12,3,3,102600,5,2.37,5
62354,Leonard,Todd,75,ENGLAND,CAM,RW,,72,,75,RIGHT,32,169,74,66,85,70,52,70,0,,9993,1,True,0,0,,,False,0,9,3,25,5,4,1,22,9,4,3,0,0,6,7,0,315,220,45,0,0,10,3,0,4,37800,0,1.39,1
187801,Alex,Rolland,77,FRANCE,RM,RW,,76,,77,RIGHT,21,181,62,77,79,80,62,65,0,,8883,7,True,0,0,,,False,6,44,24,97,15,39,4,229,93,43,29,1,0,14,20,0,861,643,122.41,0,0,6,1,2,3,108000,2,0.7,7
57187,Jean-Daniel,Perrin,78,SWITZERLAND,ST,,,,,78,RIGHT,29,178,86,83,70,72,60,59,0,,9920,3,True,0,0,,,False,0,6,11,5,0,20,1,21,27,19,17,4,0,9,12,0,281,171,73.83,0,0,36,12,0,11,64800,2,3.37,3
148420,Paschal,Kelly,78,REPUBLIC_OF_IRELAND,CDM,CAM,,68,,78,RIGHT,25,184,57,49,82,71,82,71,0,,9711,5,True,0,0,,,False,0,7,42,1,0,40,4,57,13,25,10,0,0,11,19,0,873,782,120.74,0,0,3,1,9,0,102600,4,0.22,5
