id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
116332,David,Royer,80,FRANCE,CM,,,,,80,RIGHT,25,181,57,68,83,84,72,72,0,,9710,4,True,0,0,,,False,2,28,29,22,2,69,6,114,63,43,21,2,0,9,18,0,919,765,115.87,2,0,7,0,2,4,96130,3,0.78,8
144803,Keylor,Porras,79,COSTA_RICA,CM,,,,,79,RIGHT,25,186,57,69,87,75,73,71,0,,9998,3,True,0,0,,,False,2,12,11,19,3,59,3,44,37,17,10,0,0,4,11,0,616,529,75.68,0,0,4,2,0,2,59400,4,0.2,3
38997,Faly,Souane,79,SENEGAL,GK,,,,,79,RIGHT,33,186,0,0,0,0,0,0,79,2,10000,0,False,600,600,,,True,0,0,18,0,0,0,1,0,0,0,0,0,9,2,4,0,67,44,24.14,0,10,0,0,0,0,21600,1,0,0
24440,Yannick,Reber,79,SWITZERLAND,ST,,,,,79,RIGHT,34,187,76,82,51,85,23,74,0,,9316,1,True,0,0,,,False,2,13,8,7,0,6,4,32,70,10,20,3,0,8,15,0,360,235,92.96,0,0,50,14,2,18,81000,3,6.72,1
144123,Ezekiel,Mustapha,79,NIGERIA,ST,,,,,79,RIGHT,27,174,77,80,65,84,28,69,0,,9934,6,True,0,0,,,False,1,22,8,2,0,8,5,28,99,23,33,5,0,7,16,0,386,265,107.41,0,0,66,17,1,27,86400,4,11.57,6
113360,Jean-Marc,Girault,84,FRANCE,GK,,,,,84,RIGHT,27,187,0,0,0,0,0,0,84,,8845,0,False,750,950,20,200,True,0,1,129,0,0,1,6,1,0,0,0,0,24,10,22,0,451,202,152.49,0,55,0,0,0,0,118800,6,0,0
32918,Christian,Descamps,76,FRANCE,RM,LM,RW,75,79,79,RIGHT,28,179,84,72,74,88,65,63,0,,9327,7,True,0,0,,,False,3,29,15,8,3,39,4,55,180,35,39,4,0,8,18,0,742,540,125.96,0,0,52,20,3,19,97200,6,3.75,7
119595,Neil,Marshall,84,ENGLAND,LW,RW,,83,,84,RIGHT,23,178,69,86,84,87,43,55,0,,9270,3,False,900,1800,18,900,False,2,36,10,61,15,19,5,55,160,21,37,6,0,7,18,0,609,460,129.35,0,0,49,21,2,19,97200,6,4.52,3
62399,Franz,Bader,79,GERMANY,CB,RB,,68,,79,RIGHT,30,177,57,30,45,58,86,75,0,,9764,0,True,0,0,,,False,0,4,87,0,0,21,4,11,1,1,6,0,0,7,13,0,340,312,92.86,0,0,2,0,20,0,70200,2,0.1,0
22049,Roland,Vulpe,82,ROMANIA,RB,CM,,74,,82,RIGHT,32,186,77,56,77,73,90,75,0,,9268,3,True,0,0,,,False,0,8,90,5,0,132,6,67,65,29,32,0,0,8,19,0,812,683,138.17,1,0,3,2,9,1,99400,5,0.21,5
79536,Jules,Georges,82,FRANCE,LB,LWB,,81,,82,LEFT,25,191,66,42,84,68,91,75,0,,9664,6,True,0,0,,,False,0,8,78,6,1,136,5,76,39,32,30,0,0,9,19,0,733,649,128.18,1,0,0,0,2,0,100394,5,0,8
15484,Dean,Huxtable,80,WALES,RB,LB,,79,,80,RIGHT,28,171,92,75,67,77,83,87,0,,9855,4,True,0,0,,,False,1,2,47,4,0,103,3,57,67,26,19,0,0,7,14,0,675,559,95.27,0,0,4,2,6,3,75600,4,0.52,4
53222,Stephan,Gilson,86,BELGIUM,CAM,,,,,86,RIGHT,31,181,83,69,89,94,47,66,0,,9222,5,True,0,0,,,False,4,45,6,57,7,25,6,95,188,33,30,1,0,8,19,0,863,677,135.49,0,0,57,26,2,15,102600,5,6.01,5
65012,Veljko,Ružić,81,SERBIA,CB,CDM,,73,,81,LEFT,31,175,70,41,64,62,85,80,0,,9450,3,False,1000,1400,19,400,True,0,2,144,0,0,33,4,19,8,13,10,0,0,9,20,0,480,449,143.83,0,0,3,1,22,1,108000,7,0.21,3
155866,Samuel,Valverde,83,SPAIN,CB,,,,,83,RIGHT,27,194,62,31,48,58,92,74,0,,9693,0,False,700,1200,14,500,True,0,1,148,0,0,42,6,9,6,8,14,0,0,8,19,0,461,423,141.37,0,0,4,1,13,2,102600,5,0.36,0
37325,Tobias,Braun,80,AUSTRIA,CDM,RB,,78,,80,LEFT,28,178,70,53,84,73,83,73,0,,9941,5,True,0,0,,,False,0,0,11,0,0,16,1,12,6,5,5,1,0,3,5,0,189,167,33.06,0,0,1,0,4,1,27000,1,0.08,1
176435,Bálint,Barabás,82,HUNGARY,CM,,,,,82,RIGHT,28,172,66,64,91,80,71,74,0,,9693,8,True,0,0,,,False,2,18,5,39,9,23,1,35,21,15,7,0,0,4,7,0,396,318,47,0,0,3,1,1,1,37800,2,0.11,3
