id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
159737,Konstantin,Frolov,83,RUSSIA,GK,,,,,83,RIGHT,22,169,0,0,0,0,0,0,83,,9466,0,False,0,0,,,False,0,0,97,0,0,0,4,2,0,0,0,0,35,9,23,0,327,216,150.51,0,46,0,0,0,0,124200,10,0,0
63464,Ratomir,Delić,75,SERBIA,GK,,,,,75,LEFT,31,173,0,0,0,0,0,0,75,,9999,0,False,0,0,,,False,0,0,21,0,0,0,0,0,0,0,0,0,3,1,6,0,98,66,45.69,0,15,0,0,0,0,32400,5,0,0
59187,Mateo,Mansilla,78,URUGUAY,CB,,,,,78,RIGHT,35,183,87,34,56,52,82,80,0,3,9479,3,False,0,0,,,False,1,5,117,0,0,35,3,20,10,16,17,0,0,9,22,0,662,587,159.18,1,0,2,1,18,1,117845,10,0.12,5
4552,Maximo,Carlos,76,PERU,CDM,CM,CB,71,77,77,LEFT,30,169,77,67,77,62,81,74,0,,9732,5,False,0,0,,,False,1,8,47,7,2,40,2,32,27,17,14,0,0,7,18,0,842,735,127.15,0,0,2,0,8,0,97200,9,0.06,5
53958,Hermann,Hinrichs,77,GERMANY,CM,CAM,,77,,77,RIGHT,36,170,68,71,73,88,65,79,0,,8615,3,False,0,0,,,False,5,25,6,21,4,29,4,41,152,32,36,3,0,10,23,0,1059,788,160.15,0,0,55,21,0,25,124200,9,8.42,3
71426,Tristan,Forestier,75,FRANCE,LM,ST,,76,,76,RIGHT,29,190,73,78,74,79,72,67,0,,8780,3,False,0,0,,,False,3,38,26,47,11,76,3,58,131,33,28,7,0,7,20,0,828,627,138.11,1,0,43,11,2,20,107400,10,7.27,5
23953,Juvenal,Aristizabal,75,COLOMBIA,LM,ST,CAM,75,74,75,RIGHT,30,172,75,78,74,74,79,69,0,,9835,3,False,0,0,,,False,3,23,16,43,10,89,2,55,110,34,48,9,0,3,18,0,834,614,128.09,1,0,37,10,2,19,97068,13,7.32,5
61185,Craig,Bennett,72,ENGLAND,RM,CM,ST,71,74,74,LEFT,36,173,89,77,72,68,75,69,0,3,9993,3,False,0,0,,,False,5,16,9,29,6,45,2,31,70,25,26,12,0,4,17,0,521,378,126.59,0,0,59,17,0,32,91800,11,13.99,3
15331,Rabie,Benzerga,80,ALGERIA,LM,ST,LW,75,81,81,RIGHT,32,185,82,67,80,92,75,51,0,,9526,5,False,0,0,,,False,5,41,12,88,20,70,2,91,251,38,52,3,0,9,20,0,767,557,145,0,0,39,15,0,19,108000,9,6.45,5
55359,Ove,Hjort,79,DENMARK,RM,RW,,78,,79,RIGHT,26,171,89,51,82,90,72,65,0,,8663,6,False,0,0,,,False,8,57,16,130,29,86,2,123,235,43,52,1,0,10,22,0,1148,884,160.93,0,0,31,8,2,16,118800,10,6.29,6
57210,Will,Turner,78,ENGLAND,CB,CDM,,67,,78,RIGHT,28,174,79,37,48,55,81,84,0,,8569,3,False,500,700,10,200,True,0,7,93,3,0,96,4,82,43,31,24,0,0,8,23,0,827,714,160.16,0,0,0,0,14,0,124200,11,0,3
73511,Samuel,Rodriguez,76,PARAGUAY,CM,CDM,LW,75,76,76,RIGHT,31,184,78,71,70,85,75,82,0,,9865,3,False,0,0,,,False,2,11,10,33,5,45,2,42,114,28,32,7,0,2,12,0,520,388,89.56,0,0,20,5,1,11,64800,8,4.59,3
92906,Patrick,Vaughan,78,ENGLAND,CB,,,,,78,RIGHT,33,174,78,44,73,54,81,82,0,1,9021,3,False,0,0,,,False,0,2,60,5,1,33,1,19,12,11,9,0,0,5,14,0,485,445,99.16,0,0,1,0,5,0,75600,8,0.02,3
75353,Joško,Gashi,76,SLOVENIA,RW,RM,CAM,70,74,76,RIGHT,29,184,83,71,69,80,54,67,0,,9998,3,False,0,0,,,False,5,26,4,40,8,18,3,41,100,28,33,0,0,5,15,0,476,345,101.58,0,0,25,6,1,8,81000,7,3.19,3
14338,Shigeo,Kanai,78,JAPAN,CB,,,,,78,RIGHT,27,176,86,40,52,64,84,72,0,,8951,3,False,750,950,20,200,False,0,2,76,3,0,92,3,68,26,25,20,0,0,6,23,0,843,731,157.13,1,0,1,0,12,1,120457,14,0.12,3
57181,Berndt,Emilsson,79,SWEDEN,CDM,CM,,76,,79,LEFT,33,185,80,59,87,71,81,66,0,2,7901,3,False,0,0,,,False,4,26,40,134,15,67,3,29,53,31,23,0,0,8,20,1,1228,1005,142.56,0,0,3,1,10,0,108000,9,0.21,3
136487,Gilles,Etienne,80,FRANCE,ST,,,,,80,RIGHT,33,171,88,87,75,68,52,88,0,,8918,1,False,0,0,,,False,0,4,1,15,1,14,1,20,26,16,11,3,0,5,11,0,241,150,65.76,0,0,44,13,1,13,59400,5,5.72,1
