id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
93696,Thierry,Roussel,82,FRANCE,CB,CM,,60,,82,RIGHT,32,182,71,30,68,50,87,84,0,3,9633,4,True,0,0,,,False,0,3,70,1,0,49,3,16,13,14,15,0,0,7,19,0,694,656,136.52,0,0,2,0,16,2,102600,9,0.3,4
106271,Antoine,Lefebvre,84,BELGIUM,RM,CAM,,83,,84,LEFT,25,174,83,73,91,85,70,80,0,,9191,8,False,0,0,,,False,5,57,18,124,21,79,4,127,221,58,67,3,0,9,20,0,988,712,137.12,1,0,41,14,1,15,107114,7,5,10
115294,Benedicto,Maturana,81,CHILE,CB,,,,,81,RIGHT,30,182,58,71,64,56,88,74,0,3,9616,2,True,0,0,,,False,0,2,66,1,0,82,4,26,19,12,25,0,0,8,18,0,713,652,122.48,0,0,0,0,9,0,97200,6,0,2
103726,Luigi,Cappelli,79,ITALY,GK,,,,,79,RIGHT,26,170,0,0,0,0,0,0,79,,9278,0,True,0,0,,,False,0,0,106,0,0,0,4,0,0,0,0,0,35,9,22,0,408,376,147.6,0,57,0,0,0,0,118800,9,0,0
74156,Duarte,Amado,79,PORTUGAL,CB,,,,,79,RIGHT,26,177,51,29,54,55,90,65,0,,9871,3,True,0,0,,,False,0,0,53,2,0,59,3,42,22,13,11,0,0,8,17,0,662,600,110.39,0,0,2,0,14,1,91800,6,0.46,3
128742,Nello,Santini,78,ITALY,CB,,,,,78,RIGHT,31,179,41,30,59,46,89,65,0,,9936,4,True,0,0,,,False,0,0,42,0,0,49,2,44,8,15,14,0,0,7,11,0,416,389,67.7,0,0,0,0,5,0,59400,2,0,4
75119,Gojko,Pešić,78,SERBIA,ST,RW,,73,,78,RIGHT,33,187,77,85,67,72,42,66,0,,9786,2,True,0,0,,,False,1,12,5,7,0,8,4,35,32,11,21,5,0,7,16,0,296,226,100.91,0,0,41,19,1,13,86400,5,5.08,2
16684,Justino,Pacheco,76,PARAGUAY,CDM,CM,,64,,76,RIGHT,31,178,37,42,62,71,89,71,0,,9889,7,True,0,0,,,False,1,9,32,6,1,53,3,29,47,19,25,0,0,9,17,0,849,725,108.59,0,0,1,1,5,0,91800,5,0.05,7
84330,Janusz,Lis,76,POLAND,CAM,CM,RM,74,74,76,RIGHT,30,173,71,62,80,80,60,64,0,,9938,1,True,0,0,,,False,1,7,2,11,3,9,2,24,29,8,14,1,0,5,8,0,350,275,53.27,0,0,9,3,0,4,43200,1,0.95,1
89314,Julian,Wade,77,ENGLAND,GK,,,,,77,RIGHT,33,171,0,0,0,0,0,0,77,3,10000,0,True,0,0,,,False,0,0,21,0,0,0,1,0,0,0,0,0,10,3,5,0,85,71,29.76,0,11,0,0,0,0,27000,1,0,0
126161,Duran,Kara,84,TURKEY,CDM,CB,,84,,84,RIGHT,28,173,51,45,84,73,88,83,0,,9592,5,False,800,1000,15,200,True,2,7,42,6,2,51,4,34,42,18,20,0,0,9,21,0,1077,974,142.59,0,0,4,3,9,1,113400,8,0.16,5
66625,Cian,Clancy,82,REPUBLIC_OF_IRELAND,ST,,,,,82,RIGHT,31,169,64,88,64,87,32,65,0,,9139,3,False,600,600,,,False,5,19,3,14,2,4,2,29,64,11,12,5,0,9,19,0,362,252,121.33,0,0,58,9,2,19,102600,8,6.34,3
30080,Constantino,Arevalo,78,MEXICO,LM,ST,LB,75,70,78,RIGHT,30,177,76,70,80,88,64,53,0,,9868,4,False,400,600,14,200,False,0,31,10,74,14,68,3,165,207,34,57,3,0,7,17,0,709,536,112.28,0,0,22,3,1,10,91800,7,1.4,4
37163,Harrie,Hendriks,79,NETHERLANDS,ST,RW,,74,,79,RIGHT,33,187,63,87,63,79,27,66,0,,9658,2,False,400,600,15,200,True,1,10,2,12,3,7,4,36,63,20,25,8,0,8,19,0,332,234,120.44,1,0,49,9,1,24,100868,7,4.54,4
37012,Wiktor,Bukowski,81,POLAND,LB,,,,,81,LEFT,32,174,75,44,78,72,89,71,0,,9263,2,False,400,600,15,200,True,1,15,36,47,9,94,3,36,66,19,21,1,0,6,16,0,956,808,114.87,0,0,1,0,2,1,86400,7,0.46,2
223799,Pablo,Rueda,75,ARGENTINA,RB,RM,,66,,75,RIGHT,21,181,77,27,69,76,77,73,0,,9286,2,False,400,400,,,True,3,18,39,45,7,61,3,47,74,20,24,0,0,6,16,0,845,716,111.85,0,0,2,2,1,0,86400,7,0.18,2
82867,Gabriel,Duval,80,FRANCE,LM,RM,,79,,80,RIGHT,29,185,80,79,80,84,79,58,0,3,9482,9,False,500,700,17,200,False,2,34,4,60,15,88,3,112,182,42,35,5,0,8,17,0,678,517,113.57,0,0,27,4,1,15,91800,6,3.09,9
164991,Jakob,Braun,80,GERMANY,CAM,LM,CM,72,72,80,RIGHT,23,173,70,83,70,89,40,54,0,,9525,3,False,300,500,12,200,False,6,23,10,16,4,7,3,56,103,21,27,4,0,7,19,0,876,697,130.85,0,0,35,12,1,12,102600,9,3.19,3
