id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
29969,Hugo,Mercier,81,FRANCE,RB,LB,,80,,81,RIGHT,31,167,77,32,75,78,88,71,0,,9610,4,True,0,0,,,False,4,14,43,11,0,119,2,94,75,35,21,0,0,3,17,0,841,710,113.8,0,0,2,0,6,1,91800,12,0.75,4
96731,Kayode,Joshua,85,NIGERIA,CAM,,,,,85,RIGHT,26,182,82,77,84,92,47,77,0,,9649,3,True,0,0,,,False,10,43,11,16,7,11,2,52,165,21,41,6,0,1,20,0,1116,883,148.08,0,0,46,17,0,21,108000,17,6.79,3
83243,Antun,Rakić,82,CROATIA,RB,,,,,82,RIGHT,31,182,78,57,79,84,85,73,0,3,9760,7,True,0,0,,,False,5,15,51,14,2,117,3,126,82,29,24,0,0,3,18,0,853,702,118.9,0,0,4,3,7,1,99000,13,0.53,7
72832,Xabier,Mateos,85,SPAIN,LM,RM,,84,,85,RIGHT,25,186,72,68,93,89,70,75,0,,9328,6,True,0,0,,,False,8,44,20,66,20,74,2,135,226,34,44,5,0,2,20,0,1026,774,142.25,1,0,20,3,1,9,109452,17,3.39,8
37851,Sten,Landström,83,SWEDEN,ST,,,,,83,RIGHT,28,197,87,88,66,83,34,70,0,,9120,4,True,0,0,,,False,4,19,6,0,0,12,2,41,117,23,28,24,0,2,20,0,572,376,152.31,0,0,85,22,0,46,109800,17,14.43,4
30936,Emile,Barre,81,FRANCE,LB,,,,,81,LEFT,30,182,82,57,84,77,83,70,0,,9503,4,True,0,0,,,False,4,18,48,24,3,92,1,90,58,26,29,0,0,2,19,0,1051,883,132.92,0,0,1,0,3,1,104400,17,0.17,4
163388,Marc,van Dyck,85,BELGIUM,ST,CF,,79,,85,RIGHT,23,176,81,94,69,79,36,78,0,,9510,1,True,0,0,,,False,5,19,11,2,0,10,1,47,63,14,24,27,0,2,20,0,561,352,153.47,0,0,93,26,0,45,108000,17,17.17,1
2030,Mauricio,Mendez,79,PARAGUAY,GK,,,,,79,RIGHT,29,192,0,0,0,0,0,0,79,,9991,0,True,0,0,,,False,0,0,26,0,0,0,2,2,0,0,0,0,12,3,5,0,116,105,31.18,0,15,0,0,0,0,28800,1,0,0
13795,Gioacchino,Giusti,80,ITALY,RM,CAM,,82,,82,RIGHT,31,180,93,79,79,88,65,70,0,,9942,2,False,400,400,,,False,4,13,2,3,0,11,1,18,52,11,9,6,0,3,7,0,336,244,52.73,0,0,22,4,0,10,39600,4,3.98,2
80260,Rufino,Marin,86,MEXICO,RM,LM,,85,,86,LEFT,29,190,86,73,95,88,58,82,0,,9373,7,True,0,0,,,False,14,52,20,75,16,39,2,161,194,38,49,3,0,3,19,0,972,777,132.65,1,0,26,11,1,11,101700,15,3.89,9
165997,Ludovic,Moerman,86,BELGIUM,CB,LB,,77,,86,RIGHT,31,180,71,29,55,63,94,81,0,1,9310,1,False,0,0,,,False,0,0,39,0,0,24,1,9,9,4,7,0,0,1,13,0,550,488,93.45,0,0,1,0,12,1,70200,11,0.15,1
76490,Steffen,Hildebrandt,82,GERMANY,ST,,,,,82,RIGHT,28,181,82,93,68,71,25,79,0,,9950,2,True,0,0,,,False,5,19,3,6,2,3,3,46,28,14,27,8,0,4,14,0,421,284,99.42,0,0,39,12,3,14,77400,8,9.33,2
149986,Vjekoslav,Vranješ,83,CROATIA,GK,,,,,83,LEFT,28,196,0,0,0,0,0,0,83,,9577,0,False,400,400,,,False,0,0,118,0,0,1,1,3,0,0,0,0,24,1,22,0,429,419,157.18,0,58,0,0,0,0,118800,20,0,0
