id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
23395,Antonino,Pozzi,76,ITALY,LWB,LB,,75,,76,LEFT,29,182,86,57,65,79,79,65,0,,9604,10,True,0,0,,,False,3,16,101,36,4,190,4,124,143,51,36,0,0,11,19,0,772,615,130.49,0,0,19,6,3,9,102600,4,1.45,10
12433,Kleber,Bonilla,75,ECUADOR,CB,LB,,62,,75,RIGHT,31,173,44,26,50,29,86,68,0,,9441,3,True,0,0,,,False,1,4,140,2,1,61,6,19,8,18,8,0,0,13,22,0,555,504,149.68,0,0,2,0,10,0,118800,3,0.2,3
12125,Norbert,Mofor,74,CAMEROON,CB,,,,,74,RIGHT,30,182,66,36,59,54,77,78,0,,9479,3,True,0,0,,,False,0,0,156,0,0,54,5,26,24,10,11,1,0,13,22,0,530,503,152.69,0,0,6,1,18,4,118800,4,0.94,3
19709,Charles,Davies,73,ENGLAND,CAM,CM,,71,,73,RIGHT,34,181,78,68,79,69,65,63,0,,9499,9,True,0,0,,,False,5,22,22,37,8,55,5,57,62,38,28,3,0,12,20,0,730,601,135.67,0,0,25,7,1,11,108000,3,2.88,9
25619,Billy,Walters,71,UNITED_STATES,CAM,LM,CM,65,65,71,RIGHT,33,184,77,73,60,78,42,73,0,3,9837,4,True,0,0,,,False,1,5,11,11,4,13,2,32,34,17,9,4,0,5,9,0,330,254,60.82,0,0,17,6,1,7,48600,2,2.21,4
106436,Pierre,Charpentier,70,FRANCE,CB,,,,,70,RIGHT,24,178,55,37,46,38,76,72,0,,9043,2,True,0,0,,,False,0,0,162,0,0,35,4,15,3,7,8,0,0,14,22,0,486,450,149.84,0,0,3,0,19,1,118800,4,0.6,2
19116,Jesus,Matamoros,70,COSTA_RICA,ST,LW,,65,,70,RIGHT,31,179,70,72,46,74,26,69,0,,9452,3,True,0,0,,,False,1,11,21,39,6,8,6,20,53,20,26,10,0,13,22,0,379,246,141.7,0,0,59,16,4,29,118800,3,10.21,3
147637,Edmond,Boulet,69,FRANCE,CDM,CM,,61,,69,LEFT,20,174,60,36,69,58,75,66,0,,9957,2,True,0,0,,,False,0,4,18,2,2,19,1,12,9,9,10,0,0,5,8,0,308,265,51.17,0,0,0,0,5,0,43200,2,0,2
13023,Shunji,Senda,69,JAPAN,RWB,RB,,68,,69,RIGHT,31,180,81,58,61,69,69,70,0,3,9464,11,True,0,0,,,False,0,13,104,28,6,195,5,212,102,57,49,0,0,14,21,0,775,616,133.01,1,0,8,0,5,5,113315,2,0.66,13
139974,Bartosz,Rosiński,68,POLAND,GK,,,,,68,LEFT,22,181,0,0,0,0,0,0,68,,10000,0,True,0,0,,,False,0,0,22,0,0,0,0,0,0,0,0,0,9,2,3,0,54,22,18.21,0,5,0,0,0,0,16200,1,0,0
