id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
57503,Juan,Castilla,69,SPAIN,RB,RM,,61,,69,RIGHT,32,181,71,50,57,68,74,65,0,3,9959,2,True,0,0,,,False,1,8,62,17,5,92,4,87,78,27,17,0,0,7,14,0,609,509,96.18,0,0,4,2,5,1,75600,3,0.15,2
77601,Zdravko,Vidović,73,CROATIA,GK,,,,,73,RIGHT,27,188,0,0,0,0,0,0,73,,9985,0,True,0,0,,,False,0,0,88,0,0,0,3,1,0,0,0,0,26,7,15,0,247,149,102.53,0,33,0,0,0,0,81000,5,0,0
191963,Johannes,Merkel,71,GERMANY,RB,LB,RWB,70,70,71,RIGHT,24,181,77,34,78,74,68,58,0,,9532,3,True,0,0,,,False,1,6,38,10,0,91,2,99,60,23,16,0,0,4,14,0,636,579,96.01,0,0,1,1,4,0,75600,8,0.05,3
215122,Maciej,Rosiak,72,POLAND,CM,CDM,LM,64,71,72,RIGHT,24,181,45,62,81,71,54,58,0,,9532,2,True,0,0,,,False,0,7,12,6,2,19,2,55,15,15,10,0,0,4,14,0,639,579,91.09,0,0,2,1,3,0,75600,8,0.07,2
72474,Luke,Weston,66,ENGLAND,CM,RM,,65,,66,RIGHT,27,175,72,50,73,69,50,54,0,,9960,3,True,0,0,,,False,3,31,27,48,14,14,4,84,70,28,19,0,0,7,14,0,719,579,93.23,0,0,1,0,1,1,75600,3,0.39,3
177959,Piotr,Svensson,70,NORWAY,RM,LM,CAM,68,70,70,LEFT,26,179,71,66,72,74,58,56,0,,9519,3,True,0,0,,,False,4,20,20,30,2,54,2,111,126,24,41,3,0,4,14,0,691,523,97.9,0,0,9,3,3,5,75600,8,1.45,3
57431,Grant,Wall,73,CANADA,CB,,,,,73,RIGHT,30,179,44,30,48,66,76,75,0,,9628,1,True,0,0,,,False,0,0,63,0,0,28,2,20,9,9,3,0,0,4,14,0,358,329,101.22,0,0,1,1,9,0,75600,8,0.05,1
53295,Kaveh,Mohammadpour,69,IRAN,CM,,,,,69,RIGHT,30,181,55,62,67,76,67,63,0,,9964,5,True,0,0,,,False,2,15,11,10,1,76,4,71,95,19,27,0,0,7,14,0,705,566,93.11,0,0,8,1,3,3,75600,3,0.48,5
101612,Fidel,da Silva,72,SPAIN,ST,,,,,72,RIGHT,25,191,74,71,64,74,25,78,0,,9971,2,True,0,0,,,False,0,5,8,1,0,4,4,16,59,20,26,5,0,7,14,0,245,166,90.03,0,0,53,10,0,19,75600,3,6.95,2
73230,Hampus,Söderqvist,74,SWEDEN,ST,,,,,74,RIGHT,27,189,81,84,44,69,49,52,0,,9497,2,True,0,0,,,False,1,10,10,17,1,19,2,24,52,16,30,5,0,4,14,0,254,163,89.38,0,0,49,13,5,19,75600,8,4.5,2
61073,Dong-Geon,Hwan,76,KOREA_REPUBLIC,ST,,,,,76,LEFT,30,180,81,81,55,73,51,72,0,,9611,2,True,0,0,,,False,1,9,3,16,0,19,2,26,67,16,28,9,0,4,14,0,263,173,95.25,0,0,44,6,0,22,75600,8,4.88,2
12873,Claudio,Rodao,73,URUGUAY,CB,,,,,73,LEFT,32,180,51,28,54,56,74,82,0,,9977,1,False,400,500,12,100,False,0,0,58,0,0,18,4,14,3,11,5,0,0,7,14,0,320,302,93.53,1,0,0,0,8,0,71967,3,0,1
153801,Darko,Vukojević,75,SERBIA,LB,,,,,75,LEFT,29,185,77,69,62,60,84,81,0,,9662,4,False,750,1250,15,500,True,0,6,57,12,1,87,2,52,34,21,13,1,0,4,14,0,632,553,100.71,1,0,1,0,2,1,75492,8,0.15,6
140139,Ulises,Nuñez,74,CHILE,GK,,,,,74,RIGHT,27,187,0,0,0,0,0,0,74,,9786,0,False,400,500,12,100,False,0,0,74,0,0,0,3,0,0,0,0,0,8,4,13,0,215,136,100,0,37,0,0,0,0,70200,6,0,0
80247,Jesse,Grant,72,AUSTRALIA,LM,ST,,64,,72,RIGHT,28,191,85,55,83,71,55,56,0,,9519,4,False,400,500,12,100,False,6,36,13,98,17,35,2,136,112,35,41,1,0,4,14,0,621,459,94.63,0,0,14,6,1,4,75600,8,2.22,4
24255,Moises,Baez,71,CHILE,LB,,,,,71,LEFT,31,184,77,29,61,59,78,70,0,,9967,4,False,600,800,13,200,True,1,4,55,22,0,80,4,52,52,20,20,0,0,7,14,0,628,528,96.1,0,0,0,0,5,0,75600,3,0,4
146922,Zbigniew,Janik,73,POLAND,RW,RM,,61,,73,LEFT,25,180,71,75,59,82,14,44,0,,9956,2,False,400,500,12,100,False,1,15,11,39,6,4,4,26,178,18,40,2,0,7,14,0,434,292,95,1,0,51,20,0,12,74397,3,2.96,4
53261,Grzegorz,Ruciński,67,POLAND,CDM,CM,,57,,67,RIGHT,31,181,65,44,53,61,75,77,0,,9978,1,True,0,0,,,False,0,1,29,0,0,17,4,11,17,10,9,0,0,4,10,0,374,333,69.22,1,0,1,0,10,0,51910,2,0.05,3
13505,Preben,Steenberg,74,DENMARK,CB,CDM,,70,,74,LEFT,31,168,70,42,64,72,74,76,0,,9633,1,False,800,800,,,True,0,0,60,0,0,14,2,12,5,8,2,0,0,4,14,0,365,345,97.5,1,0,0,0,2,0,73554,8,0,1
38575,Michael,Zeilinger,70,AUSTRIA,CM,CAM,,69,,70,RIGHT,28,185,74,64,73,71,61,67,0,,9584,3,False,600,800,12,200,False,1,9,26,14,2,27,2,62,33,18,13,0,0,4,14,0,778,687,94.11,0,0,5,3,5,1,75600,8,0.47,3
230170,Niall,McRae,68,SCOTLAND,CAM,,,,,68,RIGHT,19,173,60,57,78,67,57,54,0,,9999,0,True,0,0,,,False,1,9,3,14,3,8,0,12,18,5,5,2,0,3,4,0,167,123,29.5,0,0,5,0,1,4,21600,1,0.94,0
6060,Teun,Heeren,70,NETHERLANDS,LW,CF,,69,,70,LEFT,28,177,74,58,68,76,29,71,0,,9968,3,False,700,700,,,True,3,22,4,39,7,8,4,39,112,24,27,4,0,7,14,0,425,297,96.19,1,0,20,4,0,9,74803,3,2.48,5
12032,Brayan,Cabrera,70,COSTA_RICA,CB,RB,,67,,70,RIGHT,32,169,55,48,59,75,72,66,0,,9966,1,False,600,600,,,True,0,0,58,0,0,28,4,14,10,7,4,0,0,7,14,0,357,337,96.95,0,0,0,0,8,0,75600,3,0,1
175665,Mateusz,Cichoń,69,POLAND,LM,ST,CAM,60,67,69,RIGHT,26,181,67,48,73,76,62,53,0,,10000,0,False,400,600,10,200,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179507,Arno,Dietz,69,GERMANY,RM,CF,,70,,70,LEFT,27,185,67,68,73,74,46,61,0,,10000,0,False,400,650,18,250,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
