id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
6673,Billy,Bridges,68,UNITED_STATES,CM,CDM,,68,,68,RIGHT,30,176,72,73,58,78,75,64,0,,9967,3,False,300,300,,,False,1,13,17,21,2,40,2,32,48,21,17,0,0,5,17,0,745,590,117.26,0,0,5,0,3,1,91800,10,0.28,3
6951,Edinson,Wilches,68,COLOMBIA,CB,CDM,,61,,68,RIGHT,31,177,52,50,59,34,73,71,0,,9972,0,False,200,200,,,False,0,1,33,1,1,11,2,8,5,4,6,1,0,2,12,0,316,280,83.89,0,0,4,0,4,2,64800,8,1.3,0
44878,Charles,Wolfe,72,UNITED_STATES,GK,,,,,72,RIGHT,31,183,0,0,0,0,0,0,72,,9949,0,True,0,0,,,False,0,0,66,0,0,0,2,0,0,0,0,0,19,6,18,0,279,242,119.95,0,22,0,0,0,0,97200,10,0,0
28465,Matthias,Reindl,72,AUSTRIA,GK,,,,,72,RIGHT,33,185,0,0,0,0,0,0,72,,9835,0,True,0,0,,,False,0,0,44,0,0,0,2,0,0,0,0,0,8,3,9,0,132,108,64.58,0,20,0,0,0,0,48600,4,0,0
11515,Sylwester,Augustyniak,73,POLAND,RB,,,,,73,RIGHT,28,187,75,52,64,76,77,65,0,,8747,7,True,0,0,,,False,6,34,34,83,13,114,3,107,127,44,33,1,0,7,21,0,1135,907,154.49,0,0,8,4,5,3,113400,11,0.71,7
15197,Kristián,Török,70,SLOVAKIA,RB,RM,,61,,70,RIGHT,32,181,75,45,64,62,74,69,0,,9998,3,True,0,0,,,False,0,8,11,15,3,33,1,25,29,10,11,0,0,3,7,0,314,239,45.69,0,0,1,1,1,0,37800,3,0.03,3
53221,Lóránt,Sári,72,HUNGARY,LB,LM,LWB,61,71,72,LEFT,33,183,82,40,60,67,78,65,0,,8888,7,True,0,0,,,False,8,38,42,78,13,139,3,96,95,41,33,0,0,5,21,0,1195,897,154.37,0,0,9,2,3,5,113400,13,0.96,7
141296,Johann,Brunner,69,GERMANY,LB,LWB,,68,,69,LEFT,28,191,65,50,55,62,81,59,0,,9993,4,True,0,0,,,False,0,5,17,14,2,58,1,43,14,17,13,0,0,5,7,0,346,256,43.24,0,0,2,0,0,1,37800,1,0.3,4
79381,Andrzej,Grochowski,71,POLAND,CB,,,,,71,LEFT,32,190,60,22,59,58,75,68,0,3,9523,1,True,0,0,,,False,0,1,63,0,0,23,2,21,8,2,17,0,0,7,18,0,469,408,128.07,0,0,2,0,6,2,97200,9,0.13,1
17174,Fayez,Hamdan,70,SAUDI_ARABIA,CB,,,,,70,RIGHT,32,185,58,27,49,57,72,76,0,,9443,3,True,0,0,,,False,1,5,49,0,0,34,3,11,17,8,9,0,0,7,18,0,442,384,127.34,0,0,7,1,3,2,97200,8,0.99,3
227719,Geoff,Dean,66,ENGLAND,CB,CM,,51,,66,LEFT,23,174,46,41,51,49,68,71,0,,9951,2,True,0,0,,,False,0,0,23,1,0,14,1,10,8,6,1,0,0,4,8,0,198,173,49.95,0,0,0,0,0,0,43200,3,0,2
59481,Kuba,Murawski,77,POLAND,CDM,CM,,69,,77,RIGHT,28,176,65,58,68,72,83,81,0,,9219,2,True,0,0,,,False,2,19,21,29,4,36,3,25,56,19,25,0,0,6,20,0,851,673,137.98,1,0,6,3,1,1,105455,11,0.51,4
4644,Jean-Marie,Brand,71,SWITZERLAND,CDM,LB,,69,,71,RIGHT,30,170,57,53,60,76,73,79,0,,9302,6,True,0,0,,,False,2,13,12,13,1,51,3,48,42,23,13,0,0,8,18,0,795,652,123.49,0,0,5,1,7,2,97200,7,0.24,6
151567,Leonardo,Quintero,75,ARGENTINA,RM,LM,,74,,75,LEFT,29,181,65,61,79,81,76,43,0,,9788,3,True,0,0,,,False,2,38,8,89,25,96,3,66,90,37,25,1,0,5,15,0,641,459,102.32,1,0,13,4,0,6,80918,7,0.74,5
69180,Vasiliy,Nazarenko,73,RUSSIA,RM,LM,,72,,73,RIGHT,32,185,67,68,79,73,53,68,0,,9342,4,True,0,0,,,False,4,45,9,89,22,42,1,144,92,44,25,2,0,3,15,0,719,534,105.43,0,0,20,3,1,11,81000,11,1.28,4
56302,Kamil,Okoński,68,POLAND,CAM,RW,CM,67,63,68,RIGHT,29,182,69,61,64,74,48,56,0,,9990,2,True,0,0,,,False,1,6,3,15,3,10,1,26,39,13,11,1,0,4,9,0,236,170,59.3,0,0,25,6,0,3,48600,4,1.93,2
37327,Berndt,Strid,71,SWEDEN,ST,,,,,71,RIGHT,32,183,75,71,60,74,38,58,0,,9993,1,True,0,0,,,False,0,4,2,1,0,2,2,6,9,8,7,1,0,2,6,0,107,81,37.58,0,0,31,9,1,11,32400,2,3.65,1
26262,Sanjin,Prpić,75,CROATIA,ST,LW,,72,,75,RIGHT,33,189,67,76,58,81,35,78,0,3,9011,4,True,0,0,,,False,1,8,2,8,0,13,1,40,40,19,17,14,0,6,18,0,370,241,123.44,0,0,75,22,0,32,97200,11,13.45,4
61568,Ricardo,de Almeida,70,BRAZIL,ST,,,,,70,RIGHT,33,179,71,73,54,70,42,63,0,,10000,0,True,0,0,,,False,0,0,4,5,0,0,1,6,13,2,6,2,0,2,4,0,76,44,24.59,0,0,13,3,0,6,21600,1,2.14,0
80851,Dimitri,Pascal,74,FRANCE,RW,RM,,70,,74,LEFT,32,185,70,66,76,79,34,60,0,,10000,2,True,0,0,,,False,1,6,5,23,6,4,1,65,26,13,10,1,0,4,6,0,229,173,37.19,0,0,3,0,1,2,32400,1,0.47,2
47986,Mark,Prendi,78,ALBANIA,CAM,,,,,78,RIGHT,32,175,67,76,79,79,46,50,0,2,8538,1,True,0,0,,,False,2,27,3,41,13,14,3,54,78,29,15,9,0,5,18,0,493,392,131.08,0,0,59,14,0,27,97200,10,10.1,1
66741,Mhamed,Boutaleb,74,MOROCCO,LM,LWB,,70,,74,RIGHT,27,190,81,76,73,79,68,57,0,,9547,5,False,400,650,15,250,False,4,28,17,82,21,101,3,150,166,59,35,8,0,8,20,0,925,707,139.42,1,0,49,12,0,23,107748,9,5.37,7
194104,Francesco,Nguyen,64,BELGIUM,CM,,,,,64,LEFT,21,174,65,68,68,63,43,59,0,,10000,0,True,0,0,,,False,0,1,1,2,0,1,0,2,2,1,1,0,0,1,1,0,31,26,5.77,0,0,1,1,0,0,5400,0,0.05,0
52203,Arek,Jastrzębski,66,POLAND,ST,,,,,66,RIGHT,28,187,49,70,54,67,34,73,0,,10000,0,True,0,0,,,False,0,0,0,0,0,1,0,2,1,2,0,0,0,1,1,0,17,12,5.45,0,0,2,1,0,1,5400,0,0.46,0
57987,Piero,Vigano,62,ITALY,GK,,,,,62,RIGHT,26,179,0,0,0,0,0,0,62,,10000,0,True,0,0,,,False,0,0,6,0,0,0,0,1,0,0,0,0,4,1,1,0,20,16,4.92,0,1,0,0,0,0,5400,0,0,0
