id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
143838,Burhan,Atli,74,TURKEY,LM,RM,,73,,74,RIGHT,22,165,65,57,79,78,67,60,0,,9451,7,False,200,600,18,400,False,7,37,7,92,13,133,2,143,220,54,45,4,0,2,21,0,1053,801,151.57,1,0,20,7,2,11,113086,17,3.74,9
220300,Sandro,Almeida,74,BRAZIL,RM,LM,,73,,74,RIGHT,23,178,71,67,79,71,69,67,0,,9706,10,False,200,800,18,600,False,6,36,23,70,19,118,3,141,131,56,44,4,0,2,20,0,982,779,140.73,1,0,16,3,0,7,107337,15,3.02,12
70488,Tatsuo,Nakahara,66,JAPAN,CB,,,,,66,RIGHT,30,190,60,27,39,45,70,71,0,,9983,0,False,300,300,,,False,0,0,2,0,0,10,0,5,6,4,1,0,0,0,2,0,70,54,12.74,0,0,0,0,0,0,10800,2,0,0
132913,Calvin,Rice,69,UNITED_STATES,CB,CDM,,63,,69,RIGHT,30,185,59,21,49,65,71,71,0,,9963,2,False,300,300,,,False,1,2,20,0,0,35,3,29,11,11,8,0,0,1,9,0,348,300,65.74,0,0,0,0,3,0,48600,5,0,2
80113,Yılmaz,Uyar,76,TURKEY,CB,,,,,76,LEFT,31,178,60,31,39,40,85,75,0,,9643,6,True,0,0,,,False,1,3,67,0,0,55,3,29,12,14,9,0,0,3,23,0,930,814,167.06,0,0,3,1,4,1,124200,17,1.03,6
63407,Hendrik,Keizer,77,NETHERLANDS,GK,,,,,77,RIGHT,32,181,0,0,0,0,0,0,77,3,9669,0,True,0,0,,,False,0,0,84,0,0,3,3,1,0,0,0,0,15,3,26,1,465,462,188.99,0,46,0,0,0,0,140400,20,0,0
42151,Anthony,Russell,75,UNITED_STATES,RM,LM,,74,,75,RIGHT,33,195,74,80,77,77,61,67,0,,9923,5,True,0,0,,,False,8,29,6,74,16,65,2,130,140,47,30,5,0,2,18,0,780,579,128.54,0,0,18,6,0,8,97200,14,4.58,5
236000,Hans-Rudolf,Kohler,74,SWITZERLAND,CDM,CM,,70,,74,RIGHT,25,178,47,28,84,70,69,75,0,,9764,6,True,0,0,,,False,4,23,27,54,11,44,2,51,52,30,28,0,0,1,20,0,1207,1041,148.43,0,0,1,1,3,0,108000,17,0.05,6
29441,Jack,Labelle,75,CANADA,CDM,CM,,74,,75,RIGHT,32,176,71,79,77,72,73,78,0,,9941,5,True,0,0,,,False,5,16,27,14,3,64,3,65,71,39,30,0,0,2,21,0,1147,969,151.01,0,0,10,1,3,0,113400,16,0.92,5
73589,Chijioke,Hammed,72,NIGERIA,ST,,,,,72,RIGHT,30,179,73,77,66,64,29,75,0,,9523,3,True,0,0,,,False,4,16,1,21,3,12,2,31,58,20,27,18,0,0,18,0,409,287,132.05,0,0,62,12,2,30,97200,16,15.98,3
161614,Brendan,Hicks,73,ENGLAND,CB,LB,,64,,73,RIGHT,25,183,73,20,47,42,79,72,0,,9648,3,True,0,0,,,False,1,3,67,1,0,40,3,19,18,23,10,1,0,2,22,0,841,726,163.48,0,0,2,0,6,2,118800,17,0.25,3
74891,Gert,Martin,69,GERMANY,CAM,RW,CM,67,67,69,RIGHT,30,183,67,70,72,65,56,71,0,,9714,2,True,0,0,,,False,1,5,6,11,1,18,1,39,35,12,13,6,0,2,10,0,458,365,69.87,0,0,29,4,1,13,54000,7,4.9,2
59909,Jarle,Stene,69,NORWAY,CM,CDM,,70,,70,RIGHT,30,177,73,60,65,76,73,72,0,,9953,3,True,0,0,,,False,4,13,11,9,1,53,2,22,77,19,18,0,0,2,13,0,679,545,94.58,0,0,4,3,1,1,70200,9,0.3,3
51423,Ebrahim,Khamis,71,EGYPT,LM,LB,ST,59,73,73,RIGHT,28,194,74,70,73,80,42,69,0,,9060,3,False,450,450,,,False,5,27,8,49,10,17,3,69,162,27,45,9,0,2,21,0,651,453,150.5,0,0,51,15,2,25,113400,16,11.56,3
45595,Simon,Dawson,74,ENGLAND,ST,,,,,74,RIGHT,30,176,75,79,71,67,36,68,0,,9948,3,False,300,300,,,False,2,16,7,12,2,12,3,33,70,33,34,13,0,3,18,0,389,276,127.08,0,0,52,9,1,25,97200,12,13.17,3
27162,Arnaldo,Chavez,71,PARAGUAY,GK,,,,,71,RIGHT,32,183,0,0,0,0,0,0,71,,9980,0,True,0,0,,,False,0,0,19,0,0,0,1,0,0,0,0,0,4,0,6,0,81,81,43.48,0,7,0,0,0,0,32400,5,0,0
62486,Reinhold,Voß,68,GERMANY,CDM,,,,,68,RIGHT,33,188,66,57,53,63,77,75,0,,9984,0,False,250,250,,,False,0,2,2,2,1,15,0,11,17,4,5,0,0,1,5,0,342,270,35.21,0,0,1,1,0,0,27000,4,0.08,0
102091,Krister,Abdi,74,SWEDEN,RB,,,,,74,RIGHT,29,186,68,41,74,63,80,68,0,,9850,6,True,0,0,,,False,3,12,37,34,5,133,2,45,103,29,39,0,0,1,19,0,977,780,142.81,0,0,2,0,6,1,102600,16,0.6,6
93962,Artur,Pestana,72,PORTUGAL,LB,LWB,,71,,72,LEFT,29,187,83,45,64,76,70,82,0,,9881,3,True,0,0,,,False,2,18,45,41,9,97,2,73,122,31,26,3,0,1,19,0,955,740,140.99,1,0,6,3,4,3,100969,16,0.81,5
63952,Joaquim,Olivares,78,SPAIN,CB,,,,,78,RIGHT,36,174,72,47,51,64,79,86,0,,9644,0,True,0,0,,,False,0,0,32,1,0,14,1,7,5,3,10,0,0,0,11,0,380,340,83.1,0,0,2,0,5,2,59400,10,0.24,0
45294,Volkmar,Maier,76,GERMANY,CAM,CM,RM,73,73,76,RIGHT,33,185,62,63,79,82,45,65,0,,9606,2,True,0,0,,,False,1,7,6,12,4,18,1,33,26,8,11,4,0,0,9,0,417,340,63.53,0,0,14,4,0,7,48600,8,2.76,2
