id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
34180,Stefan,Hooper,74,ENGLAND,ST,,,,,74,RIGHT,30,192,90,75,61,70,46,81,0,,8311,4,True,0,0,,,False,2,7,6,2,0,23,3,25,85,25,24,10,0,10,21,0,380,284,138.37,0,0,73,17,3,36,113400,8,12.74,4
454,Alex,Stringer,65,ENGLAND,GK,,,,,65,RIGHT,30,183,0,0,0,0,0,0,65,,8941,0,True,0,0,,,False,0,0,144,0,0,0,3,1,0,0,0,0,26,10,22,0,481,477,155.91,0,48,0,0,0,0,118800,9,0,0
25883,Gordon,Skinner,64,ENGLAND,RW,LW,,63,,64,RIGHT,31,190,79,56,68,62,38,72,0,,9412,5,True,0,0,,,False,2,20,8,66,12,27,3,75,141,22,57,1,0,7,18,0,493,402,119.77,0,0,12,3,0,5,97200,8,2.45,5
14532,Melvyn,Waite,62,ENGLAND,CB,,,,,62,RIGHT,32,191,58,41,55,46,61,75,0,,9953,1,True,0,0,,,False,0,0,33,0,0,11,0,15,1,5,6,0,0,6,6,0,174,159,34.06,0,0,0,0,4,0,32400,0,0,1
26683,Brendan,Ball,64,ENGLAND,ST,,,,,64,RIGHT,31,178,75,66,49,59,49,76,0,2,10000,3,True,0,0,,,False,0,1,2,1,0,15,0,17,12,11,7,0,0,5,6,0,83,58,32.34,0,0,15,6,1,2,32400,1,2.68,3
40409,Clive,West,65,ENGLAND,CB,,,,,65,RIGHT,30,174,60,44,58,54,68,63,0,2,9783,1,True,0,0,,,False,0,1,36,0,0,19,0,12,6,5,5,0,0,7,8,0,277,253,50.24,0,0,1,0,6,0,43200,1,0.08,1
18046,Simon,Carroll,55,ENGLAND,GK,,,,,55,RIGHT,31,178,0,0,0,0,0,0,55,,10000,0,True,0,0,,,False,0,0,33,0,0,0,0,1,0,0,0,0,20,5,5,0,111,110,28.86,0,16,0,0,0,0,27000,0,0,0
50062,Ross,McGowan,62,SCOTLAND,CM,CDM,,61,,62,LEFT,36,171,80,62,65,58,63,55,0,2,9997,1,True,0,0,,,False,1,10,11,29,6,15,1,21,9,10,2,0,0,5,7,0,322,266,47.01,0,0,3,1,4,1,37800,1,0.28,1
21858,Scott,May,71,ENGLAND,CM,CAM,CDM,70,69,71,RIGHT,34,183,75,64,72,73,66,71,0,,7924,4,True,0,0,,,False,2,22,25,52,7,73,3,93,100,24,32,0,0,10,22,0,1105,915,147.94,0,0,2,1,5,1,118800,9,0.11,4
16022,Neville,Conway,75,ENGLAND,LW,LM,,65,,75,LEFT,27,184,78,84,66,73,31,57,0,,8982,5,True,0,0,,,False,4,23,11,40,10,19,3,100,296,29,62,10,0,9,20,0,598,471,144.56,0,0,38,13,0,18,108000,8,4.99,5
82716,Raymond,Shaw,74,ENGLAND,CM,CDM,,63,,74,RIGHT,28,180,67,66,80,79,46,66,0,,7767,3,True,0,0,,,False,3,15,31,35,5,33,3,167,185,19,36,1,0,10,21,0,1037,870,135.49,0,0,23,7,3,8,113400,8,4.29,3
36351,Liam,Holden,71,ENGLAND,LB,,,,,71,LEFT,32,180,79,68,55,72,75,77,0,,8423,9,True,0,0,,,False,3,18,52,15,2,151,3,113,174,40,29,3,0,8,19,0,923,735,134.42,1,0,13,2,4,8,99872,8,1.57,11
20274,Derrick,Cook,69,ENGLAND,RB,,,,,69,RIGHT,32,178,79,42,62,61,73,66,0,,9226,5,True,0,0,,,False,2,16,46,20,7,139,3,90,135,40,35,2,0,9,21,0,981,787,147.19,0,0,12,5,2,5,113400,9,0.95,5
189866,Nathan,Wright,66,ENGLAND,CB,CDM,,61,,66,LEFT,28,184,62,38,54,58,66,72,0,,9314,1,True,0,0,,,False,0,0,65,0,0,26,3,29,15,8,8,0,0,8,19,0,643,599,131.15,0,0,1,0,14,1,102600,8,0.06,1
24709,Brian,Nicolson,64,SCOTLAND,CB,,,,,64,RIGHT,28,177,59,36,62,57,62,74,0,,8034,2,True,0,0,,,False,0,1,60,1,0,40,3,34,22,10,13,0,0,10,22,0,807,754,150.27,0,0,9,0,14,3,118800,9,1.63,2
108529,Colm,O'Keeffe,64,REPUBLIC_OF_IRELAND,RW,,,,,64,RIGHT,25,181,71,68,65,58,40,69,0,,9986,5,True,0,0,,,False,0,10,6,34,6,6,0,47,54,20,25,1,0,8,9,0,215,167,57.5,0,0,8,1,0,5,48600,1,1.29,5
