id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
42699,Jiro,Ishizuka,76,JAPAN,ST,,,,,76,RIGHT,31,192,75,82,43,79,31,62,0,,9395,4,True,400,400,,,False,8,13,11,10,1,14,6,43,104,19,30,16,0,4,19,0,528,322,135.89,0,0,50,9,2,23,104400,9,10.71,4
48267,Mark,Filipič,73,SLOVENIA,RW,CAM,,69,,73,RIGHT,30,181,89,76,54,77,38,64,0,,9978,4,True,400,400,,,False,2,11,10,11,1,15,2,44,106,18,28,3,0,5,11,0,458,319,74.62,0,0,25,12,0,7,59400,4,3.75,4
199290,Alcides,Justino,74,BRAZIL,RB,,,,,74,RIGHT,21,174,79,24,66,72,77,73,0,,9980,4,False,400,400,,,False,2,10,62,12,1,121,5,84,73,32,20,1,0,3,16,0,827,618,110.98,0,0,2,1,8,1,88200,8,0.57,4
189602,Savino,Caputo,72,ITALY,ST,,,,,72,RIGHT,27,181,83,71,49,79,30,66,0,,9429,3,True,400,400,,,False,5,21,6,12,2,12,6,58,126,17,22,20,0,4,19,0,506,311,137.79,0,0,45,10,3,28,104400,9,11.1,3
28925,Dennis,Krieger,75,GERMANY,GK,,,,,75,RIGHT,30,181,0,0,0,0,0,0,75,,9735,1,False,400,400,,,False,0,0,100,0,0,1,6,0,0,1,0,0,30,4,19,0,415,243,129.95,0,62,0,0,0,0,104400,9,0,1
128668,Henri,Bonnet,78,FRANCE,CB,,,,,78,RIGHT,30,178,65,38,54,47,86,73,0,,9497,1,True,400,400,,,False,1,1,181,0,0,48,6,11,5,5,13,0,0,5,19,0,437,390,142.23,0,0,3,0,13,1,104400,8,0.26,1
69007,Artúr,Krizsán,76,HUNGARY,CB,,,,,76,RIGHT,28,173,71,25,46,63,84,65,0,,9422,2,True,400,400,,,False,1,2,140,0,0,47,6,22,10,10,5,0,0,4,19,0,439,389,135.7,0,0,4,0,14,2,104400,9,1.16,2
151395,Ademar,Marquês,73,BRAZIL,LB,,,,,73,LEFT,24,178,74,39,67,68,79,67,0,,9439,3,True,400,400,,,False,2,9,50,8,3,115,6,68,60,30,27,0,0,4,19,0,849,659,125.4,1,0,2,0,1,2,103315,9,0.26,5
156528,Giampiero,Simonetti,72,ITALY,LM,CAM,,73,,73,RIGHT,28,181,74,68,73,79,61,53,0,,9318,5,True,400,400,,,False,5,18,23,19,5,81,6,163,119,44,27,4,0,4,19,0,884,682,127.81,0,0,14,3,1,8,104400,9,2.41,5
97312,Jürgen,Koch,69,AUSTRIA,CM,,,,,69,RIGHT,31,188,67,56,75,72,48,66,0,,9978,3,True,400,400,,,False,2,10,20,30,4,17,1,78,21,21,10,0,0,5,11,0,353,265,64.88,0,0,3,2,2,0,59400,5,0.49,3
