id,firstName,lastName,overall,nationality,primaryPosition,secondaryPosition,tertiaryPosition,secondaryOverall,tertiaryOverall,maxOverall,preferredFoot,age,height,pace,shooting,passing,dribbling,defense,physical,goalkeeping,retirementYears,energy,nbSeasonYellows,ownerMatchesClubOwner,revenueShare,totalRevenueShare,nbMatches,revenueSharePenalty,autoAccept,stats.assists,stats.chancesCreated,stats.clearances,stats.crosses,stats.crossesAccurate,stats.defensiveDuelsWon,stats.draws,stats.dribbledPast,stats.dribblingSuccess,stats.foulsCommitted,stats.foulsSuffered,stats.goals,stats.goalsConceded,stats.losses,stats.nbMatches,stats.ownGoals,stats.passes,stats.passesAccurate,stats.rating,stats.redCards,stats.saves,stats.shots,stats.shotsIntercepted,stats.shotsInterceptions,stats.shotsOnTarget,stats.time,stats.wins,stats.xG,stats.yellowCards
17816,Alan,Randall,59,UNITED_STATES,CM,CB,CDM,63,61,63,RIGHT,31,174,80,45,56,65,64,63,0,,9958,1,True,0,0,,,False,0,1,50,0,0,22,1,30,1,8,1,0,0,5,10,0,173,154,62.97,0,0,0,0,6,0,54000,4,0,1
65074,Esteban,Zamora,65,SPAIN,LB,CDM,CB,62,65,65,LEFT,31,180,75,62,54,63,65,75,0,,9964,4,True,0,0,,,False,1,7,26,3,2,21,1,35,11,14,9,0,0,5,10,0,385,283,63.5,0,0,0,0,4,0,54000,4,0,4
53022,Dario,Franchini,65,ITALY,LM,CM,RM,64,64,65,RIGHT,31,178,86,60,65,74,36,75,0,,9964,2,True,0,0,,,False,2,11,20,11,2,5,1,66,13,9,14,0,0,5,10,0,467,345,61.1,0,0,4,2,6,1,54000,4,0.21,2
61829,Ivan,Novosel,66,CROATIA,RM,LM,CM,65,65,66,RIGHT,31,181,86,63,66,76,40,65,0,,9959,4,True,0,0,,,False,2,13,14,23,4,25,1,116,47,18,15,4,0,5,10,0,417,313,63.91,0,0,20,6,2,8,54000,4,2.87,4
22921,Ian,Smith,63,ENGLAND,CDM,CM,,64,,64,RIGHT,33,186,83,52,66,69,56,72,0,3,9956,1,True,0,0,,,False,3,18,16,56,9,15,1,32,19,19,7,1,0,5,10,0,460,327,65.74,0,0,9,1,2,5,54000,4,1.68,1
25576,Alexis,dos Santos,64,FRANCE,LM,RM,,63,,64,RIGHT,32,193,92,68,66,70,38,57,0,,9955,1,True,0,0,,,False,4,25,12,32,9,21,1,91,52,26,23,4,0,5,10,0,424,315,66.99,0,0,24,3,1,14,54000,4,3.98,1
31413,Costin,Dinca,71,ROMANIA,RM,RW,ST,78,81,81,RIGHT,26,189,91,89,69,76,43,69,0,,9575,3,True,0,0,,,False,8,36,16,14,2,26,1,48,161,22,43,42,0,0,20,0,662,415,166.71,0,0,78,13,2,50,108000,19,19.87,3
129475,Siegfried,Seidel,69,GERMANY,RB,CB,,69,,69,RIGHT,29,183,85,49,58,59,76,58,0,,9955,2,True,0,0,,,False,1,1,57,6,0,70,2,44,12,13,8,0,0,5,11,0,366,309,72.13,1,0,0,0,4,0,55623,4,0,2
67550,Svend,Truelsen,69,DENMARK,ST,LM,,54,,69,RIGHT,30,179,87,70,45,68,28,71,0,,9962,0,True,0,0,,,False,3,10,4,34,3,3,1,12,16,4,13,6,0,5,10,0,271,165,70.69,0,0,31,5,0,17,54000,4,6.33,0
159353,Noriyuki,Nagasawa,66,JAPAN,GK,,,,,66,RIGHT,23,179,0,0,0,0,0,0,66,,9978,0,True,0,0,,,False,0,0,67,0,0,1,1,0,0,0,0,0,22,5,10,0,222,74,63.15,0,25,0,0,0,0,54000,4,0,0
170975,Wayne,Slater,70,ENGLAND,RM,CM,LM,69,69,70,RIGHT,29,182,83,75,70,79,39,65,0,,10000,0,True,0,0,,,False,1,2,1,1,0,0,1,8,6,1,1,0,0,0,1,0,28,20,5.55,0,0,0,0,0,0,5400,0,0,0
61504,Edi,Plut,74,SLOVENIA,CAM,CM,,69,,74,RIGHT,30,182,80,76,75,72,38,67,0,,10000,0,True,0,0,,,False,0,1,4,0,0,0,1,11,2,1,0,1,0,0,1,0,32,23,4.88,0,0,2,0,1,2,5400,0,0.81,0
20072,Darwin,Peñaloza,68,PERU,LB,CB,,71,,71,LEFT,31,178,81,51,46,65,74,72,0,,9963,4,True,0,0,,,False,2,6,51,1,0,61,0,44,14,20,10,0,0,2,15,1,479,410,108.33,0,0,0,0,7,0,81000,13,0,4
